time,consumption_mwh,temp_c,wind_ms,solar_wm2,price_eur_mwh
2022-04-27 23:00:00+00:00,25389.9,12.76,2.76,0.0,119.78
2022-04-28 00:00:00+00:00,24771.9,11.04,3.85,0.0,100.34
2022-04-28 01:00:00+00:00,24133.9,10.69,4.13,0.0,94.9
2022-04-28 02:00:00+00:00,23773.1,9.51,3.83,0.0,98.83
2022-04-28 03:00:00+00:00,23427.8,9.0,2.68,0.0,101.46
2022-04-28 04:00:00+00:00,23376.6,8.87,4.6,0.0,95.62
2022-04-28 05:00:00+00:00,24257.3,8.92,5.34,0.0,65.12
2022-04-28 06:00:00+00:00,27158.5,9.07,6.1,0.0,99.08
2022-04-28 07:00:00+00:00,29744.8,9.71,7.57,86.5,89.14
2022-04-28 08:00:00+00:00,31719.0,10.13,7.72,244.2,110.37
2022-04-28 09:00:00+00:00,32651.0,10.05,8.74,187.0,96.14
2022-04-28 10:00:00+00:00,31685.2,11.34,8.28,280.4,92.42
2022-04-28 11:00:00+00:00,30619.1,12.54,8.79,443.0,83.75
2022-04-28 12:00:00+00:00,30255.7,13.69,8.21,278.3,100.31
2022-04-28 13:00:00+00:00,29926.0,13.24,7.75,459.5,83.5
2022-04-28 14:00:00+00:00,29369.8,13.75,7.79,289.9,90.88
2022-04-28 15:00:00+00:00,29706.0,14.28,6.76,387.5,72.05
2022-04-28 16:00:00+00:00,32214.2,13.57,7.03,301.9,93.52
2022-04-28 17:00:00+00:00,34592.6,13.3,6.78,145.1,117.19
2022-04-28 18:00:00+00:00,35353.4,12.78,5.24,0.0,143.39
2022-04-28 19:00:00+00:00,33698.2,13.29,4.97,0.0,147.07
2022-04-28 20:00:00+00:00,31053.2,13.72,4.8,0.0,140.6
2022-04-28 21:00:00+00:00,29762.7,11.9,5.58,0.0,128.64
2022-04-28 22:00:00+00:00,27125.0,12.61,5.87,0.0,82.7
2022-04-28 23:00:00+00:00,25486.9,11.29,7.06,0.0,84.62
2022-04-29 00:00:00+00:00,24173.1,11.35,7.47,0.0,72.2
2022-04-29 01:00:00+00:00,22918.1,11.41,7.01,0.0,46.72
2022-04-29 02:00:00+00:00,23133.0,10.44,6.96,0.0,193.46
2022-04-29 03:00:00+00:00,22412.4,10.59,6.69,0.0,76.61
2022-04-29 04:00:00+00:00,22456.5,10.57,7.09,0.0,60.65
2022-04-29 05:00:00+00:00,23422.0,11.15,7.13,0.0,69.21
2022-04-29 06:00:00+00:00,26021.9,11.7,6.63,0.0,92.06
2022-04-29 07:00:00+00:00,28938.9,12.98,6.66,86.6,105.89
2022-04-29 08:00:00+00:00,30590.3,13.67,7.04,322.9,86.13
2022-04-29 09:00:00+00:00,31258.0,14.26,6.25,407.1,86.25
2022-04-29 10:00:00+00:00,31413.4,15.62,6.53,323.7,89.39
2022-04-29 11:00:00+00:00,31010.2,16.6,5.32,631.7,97.1
2022-04-29 12:00:00+00:00,30196.0,17.56,6.27,309.5,107.61
2022-04-29 13:00:00+00:00,29510.6,17.52,6.72,584.2,58.19
2022-04-29 14:00:00+00:00,28564.3,17.1,8.01,468.8,55.84
2022-04-29 15:00:00+00:00,29137.7,16.79,7.08,235.5,79.43
2022-04-29 16:00:00+00:00,30757.5,16.25,7.97,240.3,79.81
2022-04-29 17:00:00+00:00,33285.0,16.38,8.65,69.6,137.95
2022-04-29 18:00:00+00:00,34198.4,16.42,8.42,0.0,122.82
2022-04-29 19:00:00+00:00,32574.9,15.63,8.06,0.0,130.01
2022-04-29 20:00:00+00:00,30649.9,15.69,7.16,0.0,112.36
2022-04-29 21:00:00+00:00,28532.4,15.64,6.1,0.0,106.58
2022-04-29 22:00:00+00:00,25930.4,14.9,5.55,0.0,93.22
2022-04-29 23:00:00+00:00,24234.0,13.56,4.64,0.0,94.53
2022-04-30 00:00:00+00:00,21029.3,13.92,6.01,0.0,62.42
2022-04-30 01:00:00+00:00,19633.9,13.28,4.89,0.0,69.44
2022-04-30 02:00:00+00:00,20164.9,12.94,5.11,0.0,75.54
2022-04-30 03:00:00+00:00,20598.1,12.51,5.54,0.0,58.04
2022-04-30 04:00:00+00:00,20266.3,11.97,5.9,0.0,62.41
2022-04-30 05:00:00+00:00,22049.4,11.3,6.3,0.0,52.56
2022-04-30 06:00:00+00:00,24639.3,12.09,7.07,0.0,75.05
2022-04-30 07:00:00+00:00,27226.4,12.17,6.72,91.8,91.28
2022-04-30 08:00:00+00:00,28190.5,14.68,6.8,235.1,84.15
2022-04-30 09:00:00+00:00,28662.4,14.7,6.58,211.5,90.78
2022-04-30 10:00:00+00:00,28952.2,14.63,7.62,421.2,78.07
2022-04-30 11:00:00+00:00,28218.2,15.6,9.23,399.7,68.62
2022-04-30 12:00:00+00:00,28339.3,17.08,8.19,556.7,35.19
2022-04-30 13:00:00+00:00,27555.4,17.5,6.54,498.3,66.69
2022-04-30 14:00:00+00:00,27030.2,18.05,7.01,315.7,69.2
2022-04-30 15:00:00+00:00,27584.4,16.95,7.85,395.2,60.62
2022-04-30 16:00:00+00:00,29701.4,16.38,9.33,195.2,98.49
2022-04-30 17:00:00+00:00,30898.2,15.38,9.79,94.6,78.91
2022-04-30 18:00:00+00:00,31057.8,13.74,10.75,0.0,98.59
2022-04-30 19:00:00+00:00,30250.7,13.2,11.86,0.0,102.68
2022-04-30 20:00:00+00:00,28872.4,11.14,12.76,0.0,75.88
2022-04-30 21:00:00+00:00,27005.0,9.61,13.16,0.0,52.31
2022-04-30 22:00:00+00:00,25145.6,8.58,11.85,0.0,55.58
2022-04-30 23:00:00+00:00,25378.7,7.43,11.6,0.0,78.21
2022-05-01 00:00:00+00:00,23609.6,7.27,11.61,0.0,61.59
2022-05-01 01:00:00+00:00,22983.9,7.06,11.3,0.0,42.62
2022-05-01 02:00:00+00:00,21920.1,7.36,11.05,0.0,58.1
2022-05-01 03:00:00+00:00,20878.9,7.76,12.08,0.0,37.37
2022-05-01 04:00:00+00:00,20773.1,8.59,11.23,0.0,9.52
2022-05-01 05:00:00+00:00,21415.4,8.9,11.64,0.0,35.51
2022-05-01 06:00:00+00:00,23142.5,9.58,11.66,0.0,65.12
2022-05-01 07:00:00+00:00,25832.3,10.51,10.75,121.4,57.59
2022-05-01 08:00:00+00:00,27197.6,11.32,9.73,284.4,76.39
2022-05-01 09:00:00+00:00,27917.0,11.86,8.26,406.5,50.3
2022-05-01 10:00:00+00:00,28096.0,12.44,8.58,550.4,40.58
2022-05-01 11:00:00+00:00,27592.5,12.68,8.45,611.5,58.28
2022-05-01 12:00:00+00:00,27500.4,13.58,7.73,308.9,80.6
2022-05-01 13:00:00+00:00,26591.9,14.02,6.23,302.4,74.97
2022-05-01 14:00:00+00:00,26438.3,13.94,6.6,405.1,73.58
2022-05-01 15:00:00+00:00,26025.0,13.67,6.49,357.1,60.58
2022-05-01 16:00:00+00:00,28486.1,12.88,5.95,254.2,80.31
2022-05-01 17:00:00+00:00,32019.5,13.23,5.25,120.0,130.11
2022-05-01 18:00:00+00:00,33424.0,12.84,5.15,0.0,140.99
2022-05-01 19:00:00+00:00,32192.3,11.74,5.61,0.0,138.16
2022-05-01 20:00:00+00:00,29599.4,11.55,5.42,0.0,121.54
2022-05-01 21:00:00+00:00,28713.2,10.48,4.57,0.0,115.41
2022-05-01 22:00:00+00:00,26748.5,8.9,4.65,0.0,125.42
2022-05-01 23:00:00+00:00,24603.2,8.86,5.58,0.0,78.29
2022-05-02 00:00:00+00:00,25615.0,8.1,5.69,0.0,95.73
2022-05-02 01:00:00+00:00,25670.2,7.44,5.81,0.0,92.97
2022-05-02 02:00:00+00:00,24966.8,7.22,5.61,0.0,93.83
2022-05-02 03:00:00+00:00,24530.9,7.87,4.99,0.0,92.0
2022-05-02 04:00:00+00:00,24565.9,8.02,4.36,0.0,105.91
2022-05-02 05:00:00+00:00,25807.9,7.64,3.2,0.0,112.01
2022-05-02 06:00:00+00:00,27636.3,8.5,4.31,0.0,107.35
2022-05-02 07:00:00+00:00,31128.9,8.87,4.81,128.4,112.63
2022-05-02 08:00:00+00:00,32091.5,10.78,4.98,287.0,108.63
2022-05-02 09:00:00+00:00,31647.3,11.57,5.31,285.8,103.84
2022-05-02 10:00:00+00:00,32072.1,11.03,5.66,289.4,119.17
2022-05-02 11:00:00+00:00,31338.4,12.02,5.15,364.3,104.52
2022-05-02 12:00:00+00:00,30519.1,13.86,4.99,289.6,110.66
2022-05-02 13:00:00+00:00,29307.0,15.29,4.72,411.6,78.34
2022-05-02 14:00:00+00:00,28770.5,16.67,6.8,268.6,84.83
2022-05-02 15:00:00+00:00,29527.0,16.11,7.61,323.7,89.05
2022-05-02 16:00:00+00:00,32126.6,16.53,7.71,296.8,111.62
2022-05-02 17:00:00+00:00,33493.0,15.75,8.74,74.9,104.98
2022-05-02 18:00:00+00:00,34439.6,15.38,9.62,0.0,141.83
2022-05-02 19:00:00+00:00,33092.1,13.96,8.41,0.0,139.03
2022-05-02 20:00:00+00:00,31056.2,12.84,8.17,0.0,123.92
2022-05-02 21:00:00+00:00,28555.4,11.66,8.1,0.0,111.79
2022-05-02 22:00:00+00:00,26693.6,11.44,8.52,0.0,81.91
2022-05-02 23:00:00+00:00,24969.7,11.19,8.27,0.0,68.74
2022-05-03 00:00:00+00:00,23858.2,10.85,8.13,0.0,71.67
2022-05-03 01:00:00+00:00,23908.5,9.54,7.71,0.0,76.4
2022-05-03 02:00:00+00:00,23355.5,9.06,8.5,0.0,59.6
2022-05-03 03:00:00+00:00,23132.7,8.52,7.29,0.0,76.92
2022-05-03 04:00:00+00:00,22700.1,9.17,6.94,0.0,84.42
2022-05-03 05:00:00+00:00,23318.4,10.18,5.5,0.0,90.78
2022-05-03 06:00:00+00:00,26213.1,11.27,4.77,0.0,103.62
2022-05-03 07:00:00+00:00,29506.0,11.41,5.13,158.3,85.18
2022-05-03 08:00:00+00:00,32242.5,10.47,5.49,320.4,97.07
2022-05-03 09:00:00+00:00,32444.5,10.22,5.32,229.0,120.2
2022-05-03 10:00:00+00:00,31947.4,11.91,6.28,534.7,-1.11
2022-05-03 11:00:00+00:00,31876.4,12.42,7.38,590.7,66.39
2022-05-03 12:00:00+00:00,31625.6,12.63,7.31,507.1,86.5
2022-05-03 13:00:00+00:00,31004.0,14.15,7.49,571.1,83.35
2022-05-03 14:00:00+00:00,30293.7,15.23,7.11,249.3,96.55
2022-05-03 15:00:00+00:00,30342.4,15.34,7.59,335.2,82.49
2022-05-03 16:00:00+00:00,30882.6,15.06,6.63,333.0,82.49
2022-05-03 17:00:00+00:00,33640.4,14.69,8.05,152.1,126.95
2022-05-03 18:00:00+00:00,34940.6,14.35,8.89,0.0,126.92
2022-05-03 19:00:00+00:00,33777.2,14.69,7.86,0.0,148.53
2022-05-03 20:00:00+00:00,31364.9,14.19,7.2,0.0,122.94
2022-05-03 21:00:00+00:00,29348.9,13.82,7.52,0.0,111.06
2022-05-03 22:00:00+00:00,26247.7,13.7,7.23,0.0,98.67
2022-05-03 23:00:00+00:00,24406.2,12.21,7.64,0.0,73.42
2022-05-04 00:00:00+00:00,23706.7,12.13,7.33,0.0,79.28
2022-05-04 01:00:00+00:00,23491.3,11.42,8.51,0.0,60.49
2022-05-04 02:00:00+00:00,24185.3,9.56,8.44,0.0,63.49
2022-05-04 03:00:00+00:00,24491.9,8.18,10.26,0.0,54.41
2022-05-04 04:00:00+00:00,25760.3,7.71,10.57,0.0,64.59
2022-05-04 05:00:00+00:00,26238.6,8.38,9.33,0.0,99.61
2022-05-04 06:00:00+00:00,28623.2,8.97,10.85,0.0,76.13
2022-05-04 07:00:00+00:00,30499.2,9.74,11.51,75.8,93.51
2022-05-04 08:00:00+00:00,30079.9,11.67,11.59,249.6,69.7
2022-05-04 09:00:00+00:00,30683.7,11.68,11.86,257.2,62.21
2022-05-04 10:00:00+00:00,30556.1,12.46,10.69,570.3,64.53
2022-05-04 11:00:00+00:00,30199.1,13.39,9.09,393.2,70.82
2022-05-04 12:00:00+00:00,29872.0,13.58,8.96,666.9,50.48
2022-05-04 13:00:00+00:00,29357.7,14.11,9.94,650.0,58.62
2022-05-04 14:00:00+00:00,30146.2,13.47,10.1,572.2,54.64
2022-05-04 15:00:00+00:00,30292.2,14.47,11.28,423.6,64.71
2022-05-04 16:00:00+00:00,31781.0,13.99,12.1,288.9,76.41
2022-05-04 17:00:00+00:00,32634.8,14.95,11.86,172.0,90.59
2022-05-04 18:00:00+00:00,33423.9,14.45,12.54,0.0,91.79
2022-05-04 19:00:00+00:00,32774.1,14.45,13.46,0.0,104.74
2022-05-04 20:00:00+00:00,30815.8,13.68,13.07,0.0,88.73
2022-05-04 21:00:00+00:00,29434.3,12.87,12.6,0.0,88.92
2022-05-04 22:00:00+00:00,27779.2,11.73,12.43,0.0,72.94
2022-05-04 23:00:00+00:00,26164.0,11.07,10.27,0.0,84.32
2022-05-05 00:00:00+00:00,25014.5,10.77,10.33,0.0,68.09
2022-05-05 01:00:00+00:00,23866.5,9.81,10.73,0.0,71.28
2022-05-05 02:00:00+00:00,24459.0,9.44,10.65,0.0,52.47
2022-05-05 03:00:00+00:00,23743.4,8.98,10.74,0.0,48.87
2022-05-05 04:00:00+00:00,23935.6,10.48,10.52,0.0,77.01
2022-05-05 05:00:00+00:00,25290.5,10.7,8.78,0.0,84.93
2022-05-05 06:00:00+00:00,27259.6,12.08,9.99,0.0,100.61
2022-05-05 07:00:00+00:00,29831.5,12.53,9.55,167.9,93.8
2022-05-05 08:00:00+00:00,30498.1,13.36,8.94,335.5,80.14
2022-05-05 09:00:00+00:00,30618.8,13.3,9.91,263.4,102.31
2022-05-05 10:00:00+00:00,30199.4,13.78,10.53,313.9,55.97
2022-05-05 11:00:00+00:00,29908.8,14.62,10.57,538.9,64.02
2022-05-05 12:00:00+00:00,29960.4,16.18,10.99,477.7,33.07
2022-05-05 13:00:00+00:00,29497.6,16.74,9.89,562.8,70.59
2022-05-05 14:00:00+00:00,29283.0,17.82,9.68,542.1,46.59
2022-05-05 15:00:00+00:00,30003.5,18.24,10.56,197.9,78.18
2022-05-05 16:00:00+00:00,30730.4,19.03,9.85,319.3,71.03
2022-05-05 17:00:00+00:00,32219.2,18.59,8.93,99.7,116.37
2022-05-05 18:00:00+00:00,32686.9,19.44,8.89,0.0,118.78
2022-05-05 19:00:00+00:00,31954.0,18.38,8.88,0.0,130.15
2022-05-05 20:00:00+00:00,29147.0,17.07,9.29,0.0,90.68
2022-05-05 21:00:00+00:00,27381.2,15.45,8.1,0.0,81.32
2022-05-05 22:00:00+00:00,24843.2,15.99,6.05,0.0,84.27
2022-05-05 23:00:00+00:00,23412.4,15.63,6.82,0.0,92.64
2022-05-06 00:00:00+00:00,22450.5,14.8,5.98,0.0,85.46
2022-05-06 01:00:00+00:00,21501.3,14.94,5.55,0.0,83.22
2022-05-06 02:00:00+00:00,20866.4,14.91,3.92,0.0,71.17
2022-05-06 03:00:00+00:00,20992.2,15.83,4.87,0.0,59.1
2022-05-06 04:00:00+00:00,22068.1,14.82,5.25,0.0,90.93
2022-05-06 05:00:00+00:00,23749.4,14.81,5.58,0.0,71.26
2022-05-06 06:00:00+00:00,25777.3,14.87,5.89,0.0,95.62
2022-05-06 07:00:00+00:00,28533.9,14.17,4.34,139.9,103.79
2022-05-06 08:00:00+00:00,30092.0,15.44,3.7,195.4,120.0
2022-05-06 09:00:00+00:00,31550.5,15.95,3.51,439.3,94.38
2022-05-06 10:00:00+00:00,31324.4,17.07,3.1,376.4,125.38
2022-05-06 11:00:00+00:00,31244.9,19.1,3.08,424.7,126.73
2022-05-06 12:00:00+00:00,31096.6,19.36,3.47,279.1,-14.39
2022-05-06 13:00:00+00:00,30612.6,19.45,4.43,498.9,85.49
2022-05-06 14:00:00+00:00,30630.8,19.7,3.4,330.4,118.78
2022-05-06 15:00:00+00:00,30020.0,20.27,3.58,467.1,98.3
2022-05-06 16:00:00+00:00,31250.5,19.68,4.3,301.4,115.4
2022-05-06 17:00:00+00:00,33649.7,18.88,3.72,174.2,158.74
2022-05-06 18:00:00+00:00,35081.3,18.93,3.73,0.0,158.87
2022-05-06 19:00:00+00:00,34005.6,18.41,4.26,0.0,160.73
2022-05-06 20:00:00+00:00,31671.7,16.33,4.4,0.0,121.7
2022-05-06 21:00:00+00:00,29954.7,14.74,5.06,0.0,126.04
2022-05-06 22:00:00+00:00,27118.5,14.8,5.23,0.0,116.7
2022-05-06 23:00:00+00:00,25022.7,14.23,5.08,0.0,94.17
2022-05-07 00:00:00+00:00,21382.3,13.19,4.26,0.0,84.43
2022-05-07 01:00:00+00:00,20458.6,12.53,4.59,0.0,62.86
2022-05-07 02:00:00+00:00,19923.9,12.17,4.79,0.0,62.04
2022-05-07 03:00:00+00:00,20070.7,12.44,4.12,0.0,69.84
2022-05-07 04:00:00+00:00,20913.3,11.65,4.72,0.0,67.6
2022-05-07 05:00:00+00:00,22175.5,11.39,5.82,0.0,83.63
2022-05-07 06:00:00+00:00,24319.1,12.0,5.37,0.0,100.92
2022-05-07 07:00:00+00:00,26884.7,12.52,4.88,175.5,101.87
2022-05-07 08:00:00+00:00,27492.4,13.55,4.39,303.9,67.15
2022-05-07 09:00:00+00:00,27722.9,13.54,3.21,479.0,84.46
2022-05-07 10:00:00+00:00,27943.3,14.51,4.96,386.6,94.56
2022-05-07 11:00:00+00:00,27510.5,15.86,4.71,575.4,69.67
2022-05-07 12:00:00+00:00,26725.9,16.72,4.16,551.4,69.12
2022-05-07 13:00:00+00:00,26943.7,17.23,3.42,519.7,88.3
2022-05-07 14:00:00+00:00,27447.0,17.42,3.29,256.2,111.49
2022-05-07 15:00:00+00:00,28167.4,16.97,2.94,218.5,116.6
2022-05-07 16:00:00+00:00,29952.6,16.79,4.26,180.3,102.03
2022-05-07 17:00:00+00:00,32278.7,17.21,3.42,153.4,126.17
2022-05-07 18:00:00+00:00,32979.7,16.61,2.4,0.0,162.09
2022-05-07 19:00:00+00:00,31405.1,15.4,3.06,0.0,124.35
2022-05-07 20:00:00+00:00,29702.9,14.35,3.17,0.0,150.74
2022-05-07 21:00:00+00:00,28016.3,13.67,3.19,0.0,125.51
2022-05-07 22:00:00+00:00,26016.7,12.64,3.82,0.0,101.73
2022-05-07 23:00:00+00:00,22717.3,12.19,4.08,0.0,82.24
2022-05-08 00:00:00+00:00,22251.6,11.98,4.19,0.0,96.26
2022-05-08 01:00:00+00:00,21140.1,12.0,3.24,0.0,70.12
2022-05-08 02:00:00+00:00,19725.2,12.51,2.12,0.0,61.04
2022-05-08 03:00:00+00:00,19466.6,12.93,1.82,0.0,70.44
2022-05-08 04:00:00+00:00,20183.1,12.38,1.23,0.0,90.82
2022-05-08 05:00:00+00:00,20825.6,12.07,1.73,0.0,105.06
2022-05-08 06:00:00+00:00,22958.0,12.45,0.58,0.0,120.19
2022-05-08 07:00:00+00:00,25536.3,12.75,0.55,132.4,109.76
2022-05-08 08:00:00+00:00,27149.7,12.75,0.74,156.2,123.93
2022-05-08 09:00:00+00:00,28108.0,13.24,1.02,473.5,105.98
2022-05-08 10:00:00+00:00,27824.7,13.72,1.63,396.9,105.24
2022-05-08 11:00:00+00:00,27645.2,14.04,1.65,449.7,78.4
2022-05-08 12:00:00+00:00,27660.2,14.49,1.39,523.6,91.11
2022-05-08 13:00:00+00:00,26724.2,15.69,2.65,589.0,85.07
2022-05-08 14:00:00+00:00,26856.9,16.1,2.61,268.4,119.9
2022-05-08 15:00:00+00:00,27763.1,17.68,3.94,407.8,93.46
2022-05-08 16:00:00+00:00,29819.0,17.62,3.84,332.0,118.76
2022-05-08 17:00:00+00:00,32312.9,17.1,3.99,120.5,146.08
2022-05-08 18:00:00+00:00,33402.5,16.57,4.03,0.0,148.46
2022-05-08 19:00:00+00:00,31847.5,16.06,4.36,0.0,127.81
2022-05-08 20:00:00+00:00,29907.7,15.55,4.16,0.0,141.92
2022-05-08 21:00:00+00:00,27025.7,15.96,4.38,0.0,130.67
2022-05-08 22:00:00+00:00,24651.5,14.59,5.71,0.0,86.53
2022-05-08 23:00:00+00:00,23063.7,14.31,6.59,0.0,88.37
2022-05-09 00:00:00+00:00,24110.8,13.85,7.44,0.0,79.69
2022-05-09 01:00:00+00:00,24542.6,12.34,6.37,0.0,72.78
2022-05-09 02:00:00+00:00,23537.3,12.45,5.48,0.0,85.84
2022-05-09 03:00:00+00:00,22005.4,13.04,5.72,0.0,69.18
2022-05-09 04:00:00+00:00,22516.6,12.54,6.39,0.0,78.78
2022-05-09 05:00:00+00:00,23996.4,12.76,6.01,0.0,89.26
2022-05-09 06:00:00+00:00,26160.9,12.13,5.52,0.0,94.5
2022-05-09 07:00:00+00:00,29222.6,11.96,6.68,172.3,87.57
2022-05-09 08:00:00+00:00,30494.7,13.3,7.23,303.8,91.26
2022-05-09 09:00:00+00:00,30908.8,13.77,8.05,333.9,107.27
2022-05-09 10:00:00+00:00,30625.3,13.86,7.65,576.5,63.03
2022-05-09 11:00:00+00:00,30561.6,14.72,7.21,521.6,87.97
2022-05-09 12:00:00+00:00,31085.9,15.02,7.94,682.2,74.35
2022-05-09 13:00:00+00:00,29878.5,15.22,7.69,315.0,83.43
2022-05-09 14:00:00+00:00,28882.4,15.97,7.18,404.6,70.86
2022-05-09 15:00:00+00:00,29016.6,15.38,6.46,403.1,90.07
2022-05-09 16:00:00+00:00,31608.4,14.75,6.08,227.6,114.07
2022-05-09 17:00:00+00:00,33882.3,14.58,6.81,111.4,127.39
2022-05-09 18:00:00+00:00,34858.2,14.72,5.64,0.0,157.36
2022-05-09 19:00:00+00:00,32833.8,14.85,6.2,0.0,153.75
2022-05-09 20:00:00+00:00,31998.7,13.72,5.69,0.0,147.66
2022-05-09 21:00:00+00:00,29711.1,13.51,5.59,0.0,123.37
2022-05-09 22:00:00+00:00,27821.2,12.25,5.55,0.0,77.2
2022-05-09 23:00:00+00:00,25433.9,12.62,5.45,0.0,94.84
2022-05-10 00:00:00+00:00,24292.7,11.41,5.3,0.0,81.16
2022-05-10 01:00:00+00:00,23055.1,11.72,5.04,0.0,83.16
2022-05-10 02:00:00+00:00,22844.2,11.0,4.69,0.0,82.34
2022-05-10 03:00:00+00:00,22563.6,12.08,5.84,0.0,74.81
2022-05-10 04:00:00+00:00,21909.1,12.48,5.91,0.0,84.4
2022-05-10 05:00:00+00:00,22941.4,12.1,5.87,0.0,77.8
2022-05-10 06:00:00+00:00,25167.0,12.22,5.42,0.0,93.16
2022-05-10 07:00:00+00:00,28025.6,13.28,5.18,88.5,112.72
2022-05-10 08:00:00+00:00,28974.2,14.58,4.77,237.2,94.6
2022-05-10 09:00:00+00:00,29597.0,15.25,5.48,346.6,93.84
2022-05-10 10:00:00+00:00,29495.5,15.99,4.97,416.2,80.68
2022-05-10 11:00:00+00:00,29342.9,17.11,3.31,374.0,111.69
2022-05-10 12:00:00+00:00,28873.3,17.74,3.54,336.8,106.41
2022-05-10 13:00:00+00:00,28031.0,17.36,3.5,657.6,96.89
2022-05-10 14:00:00+00:00,28120.6,17.13,3.21,451.2,76.8
2022-05-10 15:00:00+00:00,29104.9,17.34,4.12,460.7,103.21
2022-05-10 16:00:00+00:00,31317.5,17.93,2.12,285.2,112.67
2022-05-10 17:00:00+00:00,34182.2,18.54,3.6,164.0,138.2
2022-05-10 18:00:00+00:00,35506.8,18.45,4.59,0.0,141.1
2022-05-10 19:00:00+00:00,33720.7,17.91,4.22,0.0,154.55
2022-05-10 20:00:00+00:00,32306.0,17.54,4.01,0.0,149.27
2022-05-10 21:00:00+00:00,30252.6,16.25,4.55,0.0,128.07
2022-05-10 22:00:00+00:00,27122.1,15.29,5.09,0.0,87.77
2022-05-10 23:00:00+00:00,25249.1,13.99,4.69,0.0,95.24
2022-05-11 00:00:00+00:00,24551.1,12.67,3.54,0.0,103.89
2022-05-11 01:00:00+00:00,23803.6,12.35,5.37,0.0,79.12
2022-05-11 02:00:00+00:00,23059.1,12.11,6.2,0.0,79.05
2022-05-11 03:00:00+00:00,22138.8,12.37,6.36,0.0,83.76
2022-05-11 04:00:00+00:00,22674.3,12.74,6.53,0.0,69.52
2022-05-11 05:00:00+00:00,23173.5,13.12,7.04,0.0,64.65
2022-05-11 06:00:00+00:00,25485.8,13.85,7.62,0.0,85.48
2022-05-11 07:00:00+00:00,28326.8,14.37,5.95,178.5,117.64
2022-05-11 08:00:00+00:00,29292.9,15.26,5.73,197.9,110.15
2022-05-11 09:00:00+00:00,30821.6,15.52,5.44,333.8,90.98
2022-05-11 10:00:00+00:00,30772.3,16.45,5.39,486.9,108.59
2022-05-11 11:00:00+00:00,29891.6,17.51,6.07,321.9,93.81
2022-05-11 12:00:00+00:00,29682.6,17.64,4.72,515.7,87.73
2022-05-11 13:00:00+00:00,28354.9,18.09,3.78,366.4,85.06
2022-05-11 14:00:00+00:00,28413.9,17.95,3.41,331.0,104.36
2022-05-11 15:00:00+00:00,29226.1,17.68,3.71,384.7,82.74
2022-05-11 16:00:00+00:00,32264.1,16.86,4.52,209.3,117.49
2022-05-11 17:00:00+00:00,34482.8,17.3,5.92,135.0,145.95
2022-05-11 18:00:00+00:00,34897.1,17.42,5.75,0.0,154.27
2022-05-11 19:00:00+00:00,33398.2,17.06,6.46,0.0,132.65
2022-05-11 20:00:00+00:00,31854.1,17.45,7.05,0.0,125.85
2022-05-11 21:00:00+00:00,29776.1,16.46,7.47,0.0,120.04
2022-05-11 22:00:00+00:00,27543.0,17.41,7.43,0.0,103.74
2022-05-11 23:00:00+00:00,25843.8,16.4,7.09,0.0,98.16
2022-05-12 00:00:00+00:00,24610.3,15.92,6.25,0.0,76.79
2022-05-12 01:00:00+00:00,22524.8,15.07,5.41,0.0,73.68
2022-05-12 02:00:00+00:00,21243.8,14.86,5.76,0.0,90.54
2022-05-12 03:00:00+00:00,20250.3,15.13,5.78,0.0,61.17
2022-05-12 04:00:00+00:00,20208.7,15.03,5.51,0.0,61.73
2022-05-12 05:00:00+00:00,21187.3,16.26,6.11,0.0,70.23
2022-05-12 06:00:00+00:00,24734.1,16.71,6.0,0.0,93.11
2022-05-12 07:00:00+00:00,27496.6,17.33,5.33,130.4,91.72
2022-05-12 08:00:00+00:00,29469.6,17.35,5.21,282.0,78.41
2022-05-12 09:00:00+00:00,30053.3,18.24,5.94,325.2,96.54
2022-05-12 10:00:00+00:00,30237.1,18.79,5.19,507.5,91.59
2022-05-12 11:00:00+00:00,30028.5,19.01,5.44,420.0,77.79
2022-05-12 12:00:00+00:00,29205.0,19.04,5.48,555.7,83.27
2022-05-12 13:00:00+00:00,29020.3,21.02,4.96,596.1,82.75
2022-05-12 14:00:00+00:00,28477.7,21.01,4.83,605.4,85.91
2022-05-12 15:00:00+00:00,28568.5,20.1,3.71,397.7,86.76
2022-05-12 16:00:00+00:00,30384.2,19.46,3.96,219.4,123.82
2022-05-12 17:00:00+00:00,33298.8,19.04,3.05,154.8,152.76
2022-05-12 18:00:00+00:00,33965.3,18.8,4.08,0.0,171.58
2022-05-12 19:00:00+00:00,32600.9,18.41,4.16,0.0,156.75
2022-05-12 20:00:00+00:00,30749.3,17.99,3.85,0.0,149.35
2022-05-12 21:00:00+00:00,28782.3,16.71,4.92,0.0,122.77
2022-05-12 22:00:00+00:00,26464.1,16.04,4.21,0.0,106.63
2022-05-12 23:00:00+00:00,24124.0,14.69,3.77,0.0,112.23
2022-05-13 00:00:00+00:00,23448.9,13.74,2.5,0.0,89.65
2022-05-13 01:00:00+00:00,22327.4,12.64,3.75,0.0,104.14
2022-05-13 02:00:00+00:00,21480.6,11.58,5.38,0.0,82.95
2022-05-13 03:00:00+00:00,21050.4,12.09,4.15,0.0,75.74
2022-05-13 04:00:00+00:00,21197.2,12.56,3.65,0.0,66.78
2022-05-13 05:00:00+00:00,23668.0,13.39,3.88,0.0,95.61
