origin_datetime,forecast_datetime,horizon_h,temp_forecast_c
2022-04-25 00:00:00+00:00,2022-04-26 21:00:00+00:00,45,13.38
2022-04-25 00:00:00+00:00,2022-04-26 22:00:00+00:00,46,19.0
2022-04-25 00:00:00+00:00,2022-04-26 23:00:00+00:00,47,15.48
2022-04-25 00:00:00+00:00,2022-04-27 00:00:00+00:00,48,9.86
2022-04-25 12:00:00+00:00,2022-04-25 13:00:00+00:00,1,14.0
2022-04-25 12:00:00+00:00,2022-04-25 14:00:00+00:00,2,14.66
2022-04-25 12:00:00+00:00,2022-04-25 15:00:00+00:00,3,14.88
2022-04-25 12:00:00+00:00,2022-04-25 16:00:00+00:00,4,13.81
2022-04-25 12:00:00+00:00,2022-04-25 17:00:00+00:00,5,12.87
2022-04-25 12:00:00+00:00,2022-04-25 18:00:00+00:00,6,11.79
2022-04-25 12:00:00+00:00,2022-04-25 19:00:00+00:00,7,12.25
2022-04-25 12:00:00+00:00,2022-04-25 20:00:00+00:00,8,11.06
2022-04-25 12:00:00+00:00,2022-04-25 21:00:00+00:00,9,10.65
2022-04-25 12:00:00+00:00,2022-04-25 22:00:00+00:00,10,9.39
2022-04-25 12:00:00+00:00,2022-04-25 23:00:00+00:00,11,9.91
2022-04-25 12:00:00+00:00,2022-04-26 00:00:00+00:00,12,10.62
2022-04-25 12:00:00+00:00,2022-04-26 01:00:00+00:00,13,9.44
2022-04-25 12:00:00+00:00,2022-04-26 02:00:00+00:00,14,7.52
2022-04-25 12:00:00+00:00,2022-04-26 03:00:00+00:00,15,9.56
2022-04-25 12:00:00+00:00,2022-04-26 04:00:00+00:00,16,6.55
2022-04-25 12:00:00+00:00,2022-04-26 05:00:00+00:00,17,8.27
2022-04-25 12:00:00+00:00,2022-04-26 06:00:00+00:00,18,4.49
2022-04-25 12:00:00+00:00,2022-04-26 07:00:00+00:00,19,9.98
2022-04-25 12:00:00+00:00,2022-04-26 08:00:00+00:00,20,10.77
2022-04-25 12:00:00+00:00,2022-04-26 09:00:00+00:00,21,10.51
2022-04-25 12:00:00+00:00,2022-04-26 10:00:00+00:00,22,12.46
2022-04-25 12:00:00+00:00,2022-04-26 11:00:00+00:00,23,12.74
2022-04-25 12:00:00+00:00,2022-04-26 12:00:00+00:00,24,15.4
2022-04-25 12:00:00+00:00,2022-04-26 13:00:00+00:00,25,16.35
2022-04-25 12:00:00+00:00,2022-04-26 14:00:00+00:00,26,18.42
2022-04-25 12:00:00+00:00,2022-04-26 15:00:00+00:00,27,15.06
2022-04-25 12:00:00+00:00,2022-04-26 16:00:00+00:00,28,16.88
2022-04-25 12:00:00+00:00,2022-04-26 17:00:00+00:00,29,16.54
2022-04-25 12:00:00+00:00,2022-04-26 18:00:00+00:00,30,16.44
2022-04-25 12:00:00+00:00,2022-04-26 19:00:00+00:00,31,11.74
2022-04-25 12:00:00+00:00,2022-04-26 20:00:00+00:00,32,16.78
2022-04-25 12:00:00+00:00,2022-04-26 21:00:00+00:00,33,15.09
2022-04-25 12:00:00+00:00,2022-04-26 22:00:00+00:00,34,10.91
2022-04-25 12:00:00+00:00,2022-04-26 23:00:00+00:00,35,9.87
2022-04-25 12:00:00+00:00,2022-04-27 00:00:00+00:00,36,10.63
2022-04-25 12:00:00+00:00,2022-04-27 01:00:00+00:00,37,10.4
2022-04-25 12:00:00+00:00,2022-04-27 02:00:00+00:00,38,8.47
2022-04-25 12:00:00+00:00,2022-04-27 03:00:00+00:00,39,12.88
2022-04-25 12:00:00+00:00,2022-04-27 04:00:00+00:00,40,15.53
2022-04-25 12:00:00+00:00,2022-04-27 05:00:00+00:00,41,10.45
2022-04-25 12:00:00+00:00,2022-04-27 06:00:00+00:00,42,13.37
2022-04-25 12:00:00+00:00,2022-04-27 07:00:00+00:00,43,7.81
2022-04-25 12:00:00+00:00,2022-04-27 08:00:00+00:00,44,8.92
2022-04-25 12:00:00+00:00,2022-04-27 09:00:00+00:00,45,13.22
2022-04-25 12:00:00+00:00,2022-04-27 10:00:00+00:00,46,15.52
2022-04-25 12:00:00+00:00,2022-04-27 11:00:00+00:00,47,23.98
2022-04-25 12:00:00+00:00,2022-04-27 12:00:00+00:00,48,23.13
2022-04-26 00:00:00+00:00,2022-04-26 01:00:00+00:00,1,8.95
2022-04-26 00:00:00+00:00,2022-04-26 02:00:00+00:00,2,8.36
2022-04-26 00:00:00+00:00,2022-04-26 03:00:00+00:00,3,7.6
2022-04-26 00:00:00+00:00,2022-04-26 04:00:00+00:00,4,8.43
2022-04-26 00:00:00+00:00,2022-04-26 05:00:00+00:00,5,7.98
2022-04-26 00:00:00+00:00,2022-04-26 06:00:00+00:00,6,8.86
2022-04-26 00:00:00+00:00,2022-04-26 07:00:00+00:00,7,7.97
2022-04-26 00:00:00+00:00,2022-04-26 08:00:00+00:00,8,10.8
2022-04-26 00:00:00+00:00,2022-04-26 09:00:00+00:00,9,10.77
2022-04-26 00:00:00+00:00,2022-04-26 10:00:00+00:00,10,12.4
2022-04-26 00:00:00+00:00,2022-04-26 11:00:00+00:00,11,13.29
2022-04-26 00:00:00+00:00,2022-04-26 12:00:00+00:00,12,15.16
2022-04-26 00:00:00+00:00,2022-04-26 13:00:00+00:00,13,14.53
2022-04-26 00:00:00+00:00,2022-04-26 14:00:00+00:00,14,12.39
2022-04-26 00:00:00+00:00,2022-04-26 15:00:00+00:00,15,15.12
2022-04-26 00:00:00+00:00,2022-04-26 16:00:00+00:00,16,16.22
2022-04-26 00:00:00+00:00,2022-04-26 17:00:00+00:00,17,15.98
2022-04-26 00:00:00+00:00,2022-04-26 18:00:00+00:00,18,15.89
2022-04-26 00:00:00+00:00,2022-04-26 19:00:00+00:00,19,15.18
2022-04-26 00:00:00+00:00,2022-04-26 20:00:00+00:00,20,10.63
2022-04-26 00:00:00+00:00,2022-04-26 21:00:00+00:00,21,13.37
2022-04-26 00:00:00+00:00,2022-04-26 22:00:00+00:00,22,16.7
2022-04-26 00:00:00+00:00,2022-04-26 23:00:00+00:00,23,15.41
2022-04-26 00:00:00+00:00,2022-04-27 00:00:00+00:00,24,14.36
2022-04-26 00:00:00+00:00,2022-04-27 01:00:00+00:00,25,11.39
2022-04-26 00:00:00+00:00,2022-04-27 02:00:00+00:00,26,15.85
2022-04-26 00:00:00+00:00,2022-04-27 03:00:00+00:00,27,11.84
2022-04-26 00:00:00+00:00,2022-04-27 04:00:00+00:00,28,9.94
2022-04-26 00:00:00+00:00,2022-04-27 05:00:00+00:00,29,9.92
2022-04-26 00:00:00+00:00,2022-04-27 06:00:00+00:00,30,13.28
2022-04-26 00:00:00+00:00,2022-04-27 07:00:00+00:00,31,10.66
2022-04-26 00:00:00+00:00,2022-04-27 08:00:00+00:00,32,13.9
2022-04-26 00:00:00+00:00,2022-04-27 09:00:00+00:00,33,14.78
2022-04-26 00:00:00+00:00,2022-04-27 10:00:00+00:00,34,17.68
2022-04-26 00:00:00+00:00,2022-04-27 11:00:00+00:00,35,18.5
2022-04-26 00:00:00+00:00,2022-04-27 12:00:00+00:00,36,16.6
2022-04-26 00:00:00+00:00,2022-04-27 13:00:00+00:00,37,21.87
2022-04-26 00:00:00+00:00,2022-04-27 14:00:00+00:00,38,19.03
2022-04-26 00:00:00+00:00,2022-04-27 15:00:00+00:00,39,16.5
2022-04-26 00:00:00+00:00,2022-04-27 16:00:00+00:00,40,16.61
2022-04-26 00:00:00+00:00,2022-04-27 17:00:00+00:00,41,15.53
2022-04-26 00:00:00+00:00,2022-04-27 18:00:00+00:00,42,16.0
2022-04-26 00:00:00+00:00,2022-04-27 19:00:00+00:00,43,12.51
2022-04-26 00:00:00+00:00,2022-04-27 20:00:00+00:00,44,10.04
2022-04-26 00:00:00+00:00,2022-04-27 21:00:00+00:00,45,13.06
2022-04-26 00:00:00+00:00,2022-04-27 22:00:00+00:00,46,18.19
2022-04-26 00:00:00+00:00,2022-04-27 23:00:00+00:00,47,16.14
2022-04-26 00:00:00+00:00,2022-04-28 00:00:00+00:00,48,12.34
2022-04-26 12:00:00+00:00,2022-04-26 13:00:00+00:00,1,14.39
2022-04-26 12:00:00+00:00,2022-04-26 14:00:00+00:00,2,14.8
2022-04-26 12:00:00+00:00,2022-04-26 15:00:00+00:00,3,15.42
2022-04-26 12:00:00+00:00,2022-04-26 16:00:00+00:00,4,15.77
2022-04-26 12:00:00+00:00,2022-04-26 17:00:00+00:00,5,16.83
2022-04-26 12:00:00+00:00,2022-04-26 18:00:00+00:00,6,16.49
2022-04-26 12:00:00+00:00,2022-04-26 19:00:00+00:00,7,13.25
2022-04-26 12:00:00+00:00,2022-04-26 20:00:00+00:00,8,14.18
2022-04-26 12:00:00+00:00,2022-04-26 21:00:00+00:00,9,13.34
2022-04-26 12:00:00+00:00,2022-04-26 22:00:00+00:00,10,12.19
2022-04-26 12:00:00+00:00,2022-04-26 23:00:00+00:00,11,12.87
2022-04-26 12:00:00+00:00,2022-04-27 00:00:00+00:00,12,12.46
2022-04-26 12:00:00+00:00,2022-04-27 01:00:00+00:00,13,13.02
2022-04-26 12:00:00+00:00,2022-04-27 02:00:00+00:00,14,12.08
2022-04-26 12:00:00+00:00,2022-04-27 03:00:00+00:00,15,11.28
2022-04-26 12:00:00+00:00,2022-04-27 04:00:00+00:00,16,12.48
2022-04-26 12:00:00+00:00,2022-04-27 05:00:00+00:00,17,10.43
2022-04-26 12:00:00+00:00,2022-04-27 06:00:00+00:00,18,8.9
2022-04-26 12:00:00+00:00,2022-04-27 07:00:00+00:00,19,11.57
2022-04-26 12:00:00+00:00,2022-04-27 08:00:00+00:00,20,13.75
2022-04-26 12:00:00+00:00,2022-04-27 09:00:00+00:00,21,13.51
2022-04-26 12:00:00+00:00,2022-04-27 10:00:00+00:00,22,14.48
2022-04-26 12:00:00+00:00,2022-04-27 11:00:00+00:00,23,16.74
2022-04-26 12:00:00+00:00,2022-04-27 12:00:00+00:00,24,17.36
2022-04-26 12:00:00+00:00,2022-04-27 13:00:00+00:00,25,17.76
2022-04-26 12:00:00+00:00,2022-04-27 14:00:00+00:00,26,13.92
2022-04-26 12:00:00+00:00,2022-04-27 15:00:00+00:00,27,18.75
2022-04-26 12:00:00+00:00,2022-04-27 16:00:00+00:00,28,18.51
2022-04-26 12:00:00+00:00,2022-04-27 17:00:00+00:00,29,19.17
2022-04-26 12:00:00+00:00,2022-04-27 18:00:00+00:00,30,15.85
2022-04-26 12:00:00+00:00,2022-04-27 19:00:00+00:00,31,16.41
2022-04-26 12:00:00+00:00,2022-04-27 20:00:00+00:00,32,14.14
2022-04-26 12:00:00+00:00,2022-04-27 21:00:00+00:00,33,13.5
2022-04-26 12:00:00+00:00,2022-04-27 22:00:00+00:00,34,15.92
2022-04-26 12:00:00+00:00,2022-04-27 23:00:00+00:00,35,15.08
2022-04-26 12:00:00+00:00,2022-04-28 00:00:00+00:00,36,11.71
2022-04-26 12:00:00+00:00,2022-04-28 01:00:00+00:00,37,8.71
2022-04-26 12:00:00+00:00,2022-04-28 02:00:00+00:00,38,11.15
2022-04-26 12:00:00+00:00,2022-04-28 03:00:00+00:00,39,3.98
2022-04-26 12:00:00+00:00,2022-04-28 04:00:00+00:00,40,4.31
2022-04-26 12:00:00+00:00,2022-04-28 05:00:00+00:00,41,10.6
2022-04-26 12:00:00+00:00,2022-04-28 06:00:00+00:00,42,13.41
2022-04-26 12:00:00+00:00,2022-04-28 07:00:00+00:00,43,13.3
2022-04-26 12:00:00+00:00,2022-04-28 08:00:00+00:00,44,12.11
2022-04-26 12:00:00+00:00,2022-04-28 09:00:00+00:00,45,10.79
2022-04-26 12:00:00+00:00,2022-04-28 10:00:00+00:00,46,10.04
2022-04-26 12:00:00+00:00,2022-04-28 11:00:00+00:00,47,15.71
2022-04-26 12:00:00+00:00,2022-04-28 12:00:00+00:00,48,18.93
2022-04-27 00:00:00+00:00,2022-04-27 01:00:00+00:00,1,11.75
2022-04-27 00:00:00+00:00,2022-04-27 02:00:00+00:00,2,11.27
2022-04-27 00:00:00+00:00,2022-04-27 03:00:00+00:00,3,10.31
2022-04-27 00:00:00+00:00,2022-04-27 04:00:00+00:00,4,12.64
2022-04-27 00:00:00+00:00,2022-04-27 05:00:00+00:00,5,10.92
2022-04-27 00:00:00+00:00,2022-04-27 06:00:00+00:00,6,12.89
2022-04-27 00:00:00+00:00,2022-04-27 07:00:00+00:00,7,12.41
2022-04-27 00:00:00+00:00,2022-04-27 08:00:00+00:00,8,13.46
2022-04-27 00:00:00+00:00,2022-04-27 09:00:00+00:00,9,12.62
2022-04-27 00:00:00+00:00,2022-04-27 10:00:00+00:00,10,14.24
2022-04-27 00:00:00+00:00,2022-04-27 11:00:00+00:00,11,16.23
2022-04-27 00:00:00+00:00,2022-04-27 12:00:00+00:00,12,15.92
2022-04-27 00:00:00+00:00,2022-04-27 13:00:00+00:00,13,16.55
2022-04-27 00:00:00+00:00,2022-04-27 14:00:00+00:00,14,18.97
2022-04-27 00:00:00+00:00,2022-04-27 15:00:00+00:00,15,16.76
2022-04-27 00:00:00+00:00,2022-04-27 16:00:00+00:00,16,17.47
2022-04-27 00:00:00+00:00,2022-04-27 17:00:00+00:00,17,16.51
2022-04-27 00:00:00+00:00,2022-04-27 18:00:00+00:00,18,17.25
2022-04-27 00:00:00+00:00,2022-04-27 19:00:00+00:00,19,15.74
2022-04-27 00:00:00+00:00,2022-04-27 20:00:00+00:00,20,14.21
2022-04-27 00:00:00+00:00,2022-04-27 21:00:00+00:00,21,11.8
2022-04-27 00:00:00+00:00,2022-04-27 22:00:00+00:00,22,12.85
2022-04-27 00:00:00+00:00,2022-04-27 23:00:00+00:00,23,14.24
2022-04-27 00:00:00+00:00,2022-04-28 00:00:00+00:00,24,13.73
2022-04-27 00:00:00+00:00,2022-04-28 01:00:00+00:00,25,7.64
2022-04-27 00:00:00+00:00,2022-04-28 02:00:00+00:00,26,10.97
2022-04-27 00:00:00+00:00,2022-04-28 03:00:00+00:00,27,8.98
2022-04-27 00:00:00+00:00,2022-04-28 04:00:00+00:00,28,9.5
2022-04-27 00:00:00+00:00,2022-04-28 05:00:00+00:00,29,7.92
2022-04-27 00:00:00+00:00,2022-04-28 06:00:00+00:00,30,11.07
2022-04-27 00:00:00+00:00,2022-04-28 07:00:00+00:00,31,7.85
2022-04-27 00:00:00+00:00,2022-04-28 08:00:00+00:00,32,8.31
2022-04-27 00:00:00+00:00,2022-04-28 09:00:00+00:00,33,10.01
2022-04-27 00:00:00+00:00,2022-04-28 10:00:00+00:00,34,10.02
2022-04-27 00:00:00+00:00,2022-04-28 11:00:00+00:00,35,12.74
2022-04-27 00:00:00+00:00,2022-04-28 12:00:00+00:00,36,14.89
2022-04-27 00:00:00+00:00,2022-04-28 13:00:00+00:00,37,13.03
2022-04-27 00:00:00+00:00,2022-04-28 14:00:00+00:00,38,14.0
2022-04-27 00:00:00+00:00,2022-04-28 15:00:00+00:00,39,9.73
2022-04-27 00:00:00+00:00,2022-04-28 16:00:00+00:00,40,16.6
2022-04-27 00:00:00+00:00,2022-04-28 17:00:00+00:00,41,17.13
2022-04-27 00:00:00+00:00,2022-04-28 18:00:00+00:00,42,13.73
2022-04-27 00:00:00+00:00,2022-04-28 19:00:00+00:00,43,14.65
2022-04-27 00:00:00+00:00,2022-04-28 20:00:00+00:00,44,12.65
2022-04-27 00:00:00+00:00,2022-04-28 21:00:00+00:00,45,13.9
2022-04-27 00:00:00+00:00,2022-04-28 22:00:00+00:00,46,7.67
2022-04-27 00:00:00+00:00,2022-04-28 23:00:00+00:00,47,18.65
2022-04-27 00:00:00+00:00,2022-04-29 00:00:00+00:00,48,7.44
2022-04-27 12:00:00+00:00,2022-04-27 13:00:00+00:00,1,16.47
2022-04-27 12:00:00+00:00,2022-04-27 14:00:00+00:00,2,17.74
2022-04-27 12:00:00+00:00,2022-04-27 15:00:00+00:00,3,17.96
2022-04-27 12:00:00+00:00,2022-04-27 16:00:00+00:00,4,17.67
2022-04-27 12:00:00+00:00,2022-04-27 17:00:00+00:00,5,17.11
2022-04-27 12:00:00+00:00,2022-04-27 18:00:00+00:00,6,16.39
2022-04-27 12:00:00+00:00,2022-04-27 19:00:00+00:00,7,16.86
2022-04-27 12:00:00+00:00,2022-04-27 20:00:00+00:00,8,13.76
2022-04-27 12:00:00+00:00,2022-04-27 21:00:00+00:00,9,13.59
2022-04-27 12:00:00+00:00,2022-04-27 22:00:00+00:00,10,12.5
2022-04-27 12:00:00+00:00,2022-04-27 23:00:00+00:00,11,13.85
2022-04-27 12:00:00+00:00,2022-04-28 00:00:00+00:00,12,12.43
2022-04-27 12:00:00+00:00,2022-04-28 01:00:00+00:00,13,9.33
2022-04-27 12:00:00+00:00,2022-04-28 02:00:00+00:00,14,10.75
2022-04-27 12:00:00+00:00,2022-04-28 03:00:00+00:00,15,10.74
2022-04-27 12:00:00+00:00,2022-04-28 04:00:00+00:00,16,12.09
2022-04-27 12:00:00+00:00,2022-04-28 05:00:00+00:00,17,8.34
2022-04-27 12:00:00+00:00,2022-04-28 06:00:00+00:00,18,8.5
2022-04-27 12:00:00+00:00,2022-04-28 07:00:00+00:00,19,11.87
2022-04-27 12:00:00+00:00,2022-04-28 08:00:00+00:00,20,13.18
2022-04-27 12:00:00+00:00,2022-04-28 09:00:00+00:00,21,8.89
2022-04-27 12:00:00+00:00,2022-04-28 10:00:00+00:00,22,13.49
2022-04-27 12:00:00+00:00,2022-04-28 11:00:00+00:00,23,11.04
2022-04-27 12:00:00+00:00,2022-04-28 12:00:00+00:00,24,13.15
2022-04-27 12:00:00+00:00,2022-04-28 13:00:00+00:00,25,10.67
2022-04-27 12:00:00+00:00,2022-04-28 14:00:00+00:00,26,15.9
2022-04-27 12:00:00+00:00,2022-04-28 15:00:00+00:00,27,14.17
2022-04-27 12:00:00+00:00,2022-04-28 16:00:00+00:00,28,14.25
2022-04-27 12:00:00+00:00,2022-04-28 17:00:00+00:00,29,13.1
2022-04-27 12:00:00+00:00,2022-04-28 18:00:00+00:00,30,14.42
2022-04-27 12:00:00+00:00,2022-04-28 19:00:00+00:00,31,12.74
2022-04-27 12:00:00+00:00,2022-04-28 20:00:00+00:00,32,11.92
2022-04-27 12:00:00+00:00,2022-04-28 21:00:00+00:00,33,12.46
2022-04-27 12:00:00+00:00,2022-04-28 22:00:00+00:00,34,14.87
2022-04-27 12:00:00+00:00,2022-04-28 23:00:00+00:00,35,6.5
2022-04-27 12:00:00+00:00,2022-04-29 00:00:00+00:00,36,12.27
2022-04-27 12:00:00+00:00,2022-04-29 01:00:00+00:00,37,3.71
2022-04-27 12:00:00+00:00,2022-04-29 02:00:00+00:00,38,9.83
2022-04-27 12:00:00+00:00,2022-04-29 03:00:00+00:00,39,10.56
2022-04-27 12:00:00+00:00,2022-04-29 04:00:00+00:00,40,7.07
2022-04-27 12:00:00+00:00,2022-04-29 05:00:00+00:00,41,14.0
2022-04-27 12:00:00+00:00,2022-04-29 06:00:00+00:00,42,10.74
2022-04-27 12:00:00+00:00,2022-04-29 07:00:00+00:00,43,13.67
2022-04-27 12:00:00+00:00,2022-04-29 08:00:00+00:00,44,9.65
2022-04-27 12:00:00+00:00,2022-04-29 09:00:00+00:00,45,13.48
2022-04-27 12:00:00+00:00,2022-04-29 10:00:00+00:00,46,15.73
2022-04-27 12:00:00+00:00,2022-04-29 11:00:00+00:00,47,16.78
2022-04-27 12:00:00+00:00,2022-04-29 12:00:00+00:00,48,20.09
2022-04-28 00:00:00+00:00,2022-04-28 01:00:00+00:00,1,10.52
2022-04-28 00:00:00+00:00,2022-04-28 02:00:00+00:00,2,9.5
2022-04-28 00:00:00+00:00,2022-04-28 03:00:00+00:00,3,8.75
2022-04-28 00:00:00+00:00,2022-04-28 04:00:00+00:00,4,7.95
2022-04-28 00:00:00+00:00,2022-04-28 05:00:00+00:00,5,7.47
2022-04-28 00:00:00+00:00,2022-04-28 06:00:00+00:00,6,9.65
2022-04-28 00:00:00+00:00,2022-04-28 07:00:00+00:00,7,9.17
2022-04-28 00:00:00+00:00,2022-04-28 08:00:00+00:00,8,11.23
2022-04-28 00:00:00+00:00,2022-04-28 09:00:00+00:00,9,9.99
2022-04-28 00:00:00+00:00,2022-04-28 10:00:00+00:00,10,9.89
2022-04-28 00:00:00+00:00,2022-04-28 11:00:00+00:00,11,13.29
2022-04-28 00:00:00+00:00,2022-04-28 12:00:00+00:00,12,15.67
2022-04-28 00:00:00+00:00,2022-04-28 13:00:00+00:00,13,12.65
2022-04-28 00:00:00+00:00,2022-04-28 14:00:00+00:00,14,16.58
2022-04-28 00:00:00+00:00,2022-04-28 15:00:00+00:00,15,14.34
2022-04-28 00:00:00+00:00,2022-04-28 16:00:00+00:00,16,12.71
2022-04-28 00:00:00+00:00,2022-04-28 17:00:00+00:00,17,14.77
2022-04-28 00:00:00+00:00,2022-04-28 18:00:00+00:00,18,13.59
2022-04-28 00:00:00+00:00,2022-04-28 19:00:00+00:00,19,15.61
2022-04-28 00:00:00+00:00,2022-04-28 20:00:00+00:00,20,14.06
2022-04-28 00:00:00+00:00,2022-04-28 21:00:00+00:00,21,12.13
2022-04-28 00:00:00+00:00,2022-04-28 22:00:00+00:00,22,10.79
2022-04-28 00:00:00+00:00,2022-04-28 23:00:00+00:00,23,10.97
2022-04-28 00:00:00+00:00,2022-04-29 00:00:00+00:00,24,13.15
2022-04-28 00:00:00+00:00,2022-04-29 01:00:00+00:00,25,14.1
2022-04-28 00:00:00+00:00,2022-04-29 02:00:00+00:00,26,8.95
2022-04-28 00:00:00+00:00,2022-04-29 03:00:00+00:00,27,11.4
2022-04-28 00:00:00+00:00,2022-04-29 04:00:00+00:00,28,9.59
2022-04-28 00:00:00+00:00,2022-04-29 05:00:00+00:00,29,8.58
2022-04-28 00:00:00+00:00,2022-04-29 06:00:00+00:00,30,11.82
2022-04-28 00:00:00+00:00,2022-04-29 07:00:00+00:00,31,14.91
2022-04-28 00:00:00+00:00,2022-04-29 08:00:00+00:00,32,13.52
2022-04-28 00:00:00+00:00,2022-04-29 09:00:00+00:00,33,14.31
2022-04-28 00:00:00+00:00,2022-04-29 10:00:00+00:00,34,15.94
2022-04-28 00:00:00+00:00,2022-04-29 11:00:00+00:00,35,10.0
2022-04-28 00:00:00+00:00,2022-04-29 12:00:00+00:00,36,17.96
2022-04-28 00:00:00+00:00,2022-04-29 13:00:00+00:00,37,16.96
2022-04-28 00:00:00+00:00,2022-04-29 14:00:00+00:00,38,15.04
2022-04-28 00:00:00+00:00,2022-04-29 15:00:00+00:00,39,22.31
2022-04-28 00:00:00+00:00,2022-04-29 16:00:00+00:00,40,17.63
2022-04-28 00:00:00+00:00,2022-04-29 17:00:00+00:00,41,20.57
2022-04-28 00:00:00+00:00,2022-04-29 18:00:00+00:00,42,19.33
2022-04-28 00:00:00+00:00,2022-04-29 19:00:00+00:00,43,13.71
2022-04-28 00:00:00+00:00,2022-04-29 20:00:00+00:00,44,14.02
2022-04-28 00:00:00+00:00,2022-04-29 21:00:00+00:00,45,16.0
2022-04-28 00:00:00+00:00,2022-04-29 22:00:00+00:00,46,12.36
2022-04-28 00:00:00+00:00,2022-04-29 23:00:00+00:00,47,13.51
2022-04-28 00:00:00+00:00,2022-04-30 00:00:00+00:00,48,15.28
2022-04-28 12:00:00+00:00,2022-04-28 13:00:00+00:00,1,14.44
2022-04-28 12:00:00+00:00,2022-04-28 14:00:00+00:00,2,14.98
2022-04-28 12:00:00+00:00,2022-04-28 15:00:00+00:00,3,14.87
2022-04-28 12:00:00+00:00,2022-04-28 16:00:00+00:00,4,14.28
2022-04-28 12:00:00+00:00,2022-04-28 17:00:00+00:00,5,14.34
2022-04-28 12:00:00+00:00,2022-04-28 18:00:00+00:00,6,14.49
2022-04-28 12:00:00+00:00,2022-04-28 19:00:00+00:00,7,12.64
2022-04-28 12:00:00+00:00,2022-04-28 20:00:00+00:00,8,13.42
2022-04-28 12:00:00+00:00,2022-04-28 21:00:00+00:00,9,11.64
2022-04-28 12:00:00+00:00,2022-04-28 22:00:00+00:00,10,13.3
2022-04-28 12:00:00+00:00,2022-04-28 23:00:00+00:00,11,11.86
2022-04-28 12:00:00+00:00,2022-04-29 00:00:00+00:00,12,11.01
2022-04-28 12:00:00+00:00,2022-04-29 01:00:00+00:00,13,13.9
2022-04-28 12:00:00+00:00,2022-04-29 02:00:00+00:00,14,11.55
2022-04-28 12:00:00+00:00,2022-04-29 03:00:00+00:00,15,11.33
2022-04-28 12:00:00+00:00,2022-04-29 04:00:00+00:00,16,10.84
2022-04-28 12:00:00+00:00,2022-04-29 05:00:00+00:00,17,12.08
2022-04-28 12:00:00+00:00,2022-04-29 06:00:00+00:00,18,8.89
2022-04-28 12:00:00+00:00,2022-04-29 07:00:00+00:00,19,13.13
2022-04-28 12:00:00+00:00,2022-04-29 08:00:00+00:00,20,14.5
2022-04-28 12:00:00+00:00,2022-04-29 09:00:00+00:00,21,17.68
2022-04-28 12:00:00+00:00,2022-04-29 10:00:00+00:00,22,13.22
2022-04-28 12:00:00+00:00,2022-04-29 11:00:00+00:00,23,17.7
2022-04-28 12:00:00+00:00,2022-04-29 12:00:00+00:00,24,20.26
2022-04-28 12:00:00+00:00,2022-04-29 13:00:00+00:00,25,17.17
2022-04-28 12:00:00+00:00,2022-04-29 14:00:00+00:00,26,17.13
2022-04-28 12:00:00+00:00,2022-04-29 15:00:00+00:00,27,14.89
2022-04-28 12:00:00+00:00,2022-04-29 16:00:00+00:00,28,19.0
2022-04-28 12:00:00+00:00,2022-04-29 17:00:00+00:00,29,15.55
2022-04-28 12:00:00+00:00,2022-04-29 18:00:00+00:00,30,12.81
2022-04-28 12:00:00+00:00,2022-04-29 19:00:00+00:00,31,17.56
2022-04-28 12:00:00+00:00,2022-04-29 20:00:00+00:00,32,14.95
2022-04-28 12:00:00+00:00,2022-04-29 21:00:00+00:00,33,17.93
2022-04-28 12:00:00+00:00,2022-04-29 22:00:00+00:00,34,12.63
2022-04-28 12:00:00+00:00,2022-04-29 23:00:00+00:00,35,10.57
2022-04-28 12:00:00+00:00,2022-04-30 00:00:00+00:00,36,10.9
2022-04-28 12:00:00+00:00,2022-04-30 01:00:00+00:00,37,14.79
2022-04-28 12:00:00+00:00,2022-04-30 02:00:00+00:00,38,8.55
2022-04-28 12:00:00+00:00,2022-04-30 03:00:00+00:00,39,14.08
2022-04-28 12:00:00+00:00,2022-04-30 04:00:00+00:00,40,10.1
2022-04-28 12:00:00+00:00,2022-04-30 05:00:00+00:00,41,4.6
2022-04-28 12:00:00+00:00,2022-04-30 06:00:00+00:00,42,13.21
2022-04-28 12:00:00+00:00,2022-04-30 07:00:00+00:00,43,11.52
2022-04-28 12:00:00+00:00,2022-04-30 08:00:00+00:00,44,8.39
2022-04-28 12:00:00+00:00,2022-04-30 09:00:00+00:00,45,12.87
2022-04-28 12:00:00+00:00,2022-04-30 10:00:00+00:00,46,17.37
2022-04-28 12:00:00+00:00,2022-04-30 11:00:00+00:00,47,14.23
2022-04-28 12:00:00+00:00,2022-04-30 12:00:00+00:00,48,18.53
2022-04-29 00:00:00+00:00,2022-04-29 01:00:00+00:00,1,11.04
2022-04-29 00:00:00+00:00,2022-04-29 02:00:00+00:00,2,11.4
2022-04-29 00:00:00+00:00,2022-04-29 03:00:00+00:00,3,10.98
2022-04-29 00:00:00+00:00,2022-04-29 04:00:00+00:00,4,11.54
2022-04-29 00:00:00+00:00,2022-04-29 05:00:00+00:00,5,11.17
2022-04-29 00:00:00+00:00,2022-04-29 06:00:00+00:00,6,13.03
2022-04-29 00:00:00+00:00,2022-04-29 07:00:00+00:00,7,11.69
2022-04-29 00:00:00+00:00,2022-04-29 08:00:00+00:00,8,14.15
2022-04-29 00:00:00+00:00,2022-04-29 09:00:00+00:00,9,15.33
