meter_id,date,kwh
M100043,2023-03-07,10.65
M100043,2023-03-08,10.493
M100043,2023-03-09,10.19
M100043,2023-03-10,9.245
M100043,2023-03-11,6.431
M100043,2023-03-12,9.595
M100043,2023-03-13,10.693
M100043,2023-03-14,9.037
M100043,2023-03-15,9.836
M100043,2023-03-17,17.435
M100043,2023-03-18,9.665
M100043,2023-03-19,8.997
M100043,2023-03-20,9.439
M100043,2023-03-21,13.311
M100043,2023-03-22,14.282
M100043,2023-03-23,6.769
M100043,2023-03-24,11.638
M100043,2023-03-25,13.11
M100043,2023-03-26,10.852
M100043,2023-03-27,8.963
M100043,2023-03-28,9.408
M100043,2023-03-29,10.18
M100043,2023-03-30,8.18
M100043,2023-03-31,8.892
M100043,2023-04-01,12.535
M100043,2023-04-02,16.614
M100043,2023-04-03,10.06
M100043,2023-04-04,11.172
M100043,2023-04-05,11.696
M100043,2023-04-06,6.609
M100043,2023-04-07,12.005
M100043,2023-04-08,10.359
M100043,2023-04-09,6.729
M100043,2023-04-10,10.217
M100043,2023-04-11,6.121
M100043,2023-04-12,9.313
M100043,2023-04-13,11.718
M100043,2023-04-14,10.535
M100043,2023-04-15,7.216
M100043,2023-04-16,9.836
M100043,2023-04-17,10.434
M100043,2023-04-18,6.643
M100043,2023-04-19,9.898
M100043,2023-04-20,9.757
M100043,2023-04-21,5.328
M100043,2023-04-22,7.369
M100043,2023-04-24,6.73
M100043,2023-04-25,6.891
M100043,2023-04-26,7.636
M100043,2023-04-27,8.707
M100043,2023-04-28,10.901
M100043,2023-04-29,10.761
M100043,2023-04-30,12.413
M100043,2023-05-01,6.984
M100043,2023-05-02,17.647
M100043,2023-05-03,10.647
M100043,2023-05-04,7.71
M100043,2023-05-05,5.877
M100043,2023-05-06,8.985
M100043,2023-05-07,6.128
M100043,2023-05-08,8.542
M100043,2023-05-09,11.803
M100043,2023-05-10,7.95
M100043,2023-05-11,7.943
M100043,2023-05-12,7.653
M100043,2023-05-13,8.015
M100043,2023-05-14,9.985
M100043,2023-05-15,6.619
M100043,2023-05-16,5.254
M100043,2023-05-17,8.906
M100043,2023-05-18,5.211
M100043,2023-05-19,7.556
M100043,2023-05-20,6.523
M100043,2023-05-21,4.831
M100043,2023-05-22,7.332
M100043,2023-05-23,7.478
M100043,2023-05-24,7.703
M100043,2023-05-25,6.265
M100043,2023-05-27,8.938
M100043,2023-05-28,6.851
M100043,2023-05-29,7.256
M100043,2023-05-30,4.741
M100043,2023-05-31,7.439
M100043,2023-06-01,5.185
M100043,2023-06-02,5.778
M100043,2023-06-04,10.12
M100043,2023-06-05,5.581
M100043,2023-06-06,5.198
M100043,2023-06-07,13.326
M100043,2023-06-08,7.297
M100043,2023-06-09,6.252
M100043,2023-06-10,6.605
M100043,2023-06-11,6.213
M100043,2023-06-12,7.322
M100043,2023-06-13,10.197
M100043,2023-06-14,5.98
M100043,2023-06-15,4.477
M100043,2023-06-16,7.946
M100043,2023-06-17,5.879
M100043,2023-06-18,5.302
M100043,2023-06-19,2.344
M100043,2023-06-20,7.088
M100043,2023-06-21,5.463
M100043,2023-06-22,6.205
M100043,2023-06-23,7.726
M100043,2023-06-24,7.252
M100043,2023-06-25,5.892
M100043,2023-06-26,5.781
M100043,2023-06-27,5.367
M100043,2023-06-28,8.267
M100043,2023-06-29,5.927
M100043,2023-06-30,4.957
M100043,2023-07-01,6.96
M100043,2023-07-02,4.399
M100043,2023-07-03,4.946
M100043,2023-07-04,6.531
M100043,2023-07-05,6.904
M100043,2023-07-07,5.589
M100043,2023-07-08,5.051
M100043,2023-07-09,5.773
M100043,2023-07-10,8.116
M100043,2023-07-11,6.672
M100043,2023-07-12,8.162
M100043,2023-07-13,4.979
M100043,2023-07-14,5.28
M100043,2023-07-15,8.171
M100043,2023-07-16,4.861
M100043,2023-07-17,6.01
M100043,2023-07-18,4.427
M100043,2023-07-19,5.125
M100043,2023-07-20,8.577
M100043,2023-07-21,4.256
M100043,2023-07-22,6.283
M100043,2023-07-23,4.64
M100043,2023-07-24,8.594
M100043,2023-07-25,7.863
M100043,2023-07-26,6.373
M100043,2023-07-27,7.338
M100043,2023-07-28,3.335
M100043,2023-07-29,6.306
M100043,2023-07-30,5.254
M100043,2023-07-31,4.371
M100043,2023-08-01,4.277
M100043,2023-08-02,5.151
M100043,2023-08-03,8.43
M100043,2023-08-04,4.419
M100043,2023-08-05,6.15
M100043,2023-08-06,3.738
M100043,2023-08-07,10.473
M100043,2023-08-08,7.495
M100043,2023-08-09,4.779
M100043,2023-08-10,5.332
M100043,2023-08-11,9.861
M100043,2023-08-12,8.903
M100043,2023-08-13,4.338
M100043,2023-08-14,8.876
M100043,2023-08-15,6.344
M100043,2023-08-16,7.057
M100043,2023-08-17,6.946
M100043,2023-08-18,4.182
M100043,2023-08-19,6.437
M100043,2023-08-20,6.008
M100043,2023-08-21,5.623
M100043,2023-08-22,7.153
M100043,2023-08-23,7.769
M100043,2023-08-24,6.239
M100043,2023-08-25,4.742
M100043,2023-08-26,6.399
M100043,2023-08-27,9.829
M100043,2023-08-28,4.961
M100043,2023-08-29,3.958
M100043,2023-08-30,11.462
M100043,2023-08-31,7.801
M100043,2023-09-01,5.366
M100043,2023-09-02,5.671
M100043,2023-09-03,4.959
M100043,2023-09-04,11.57
M100043,2023-09-05,10.349
M100043,2023-09-06,5.813
M100043,2023-09-07,6.104
M100043,2023-09-08,9.184
M100043,2023-09-09,7.838
M100043,2023-09-10,5.808
M100043,2023-09-11,7.027
M100043,2023-09-12,6.993
M100043,2023-09-13,4.348
M100043,2023-09-14,6.152
M100043,2023-09-15,6.412
M100043,2023-09-16,6.884
M100043,2023-09-17,5.477
M100043,2023-09-18,9.991
M100043,2023-09-19,9.179
M100043,2023-09-20,6.376
M100043,2023-09-21,10.857
M100043,2023-09-22,7.868
M100043,2023-09-23,8.586
M100043,2023-09-24,9.215
M100043,2023-09-25,8.674
M100043,2023-09-26,8.744
M100043,2023-09-27,8.117
M100043,2023-09-28,7.094
M100043,2023-09-29,6.538
M100043,2023-09-30,6.149
M100043,2023-10-01,5.33
M100043,2023-10-02,11.137
M100043,2023-10-03,9.222
M100043,2023-10-04,10.496
M100043,2023-10-05,11.258
M100043,2023-10-06,10.124
M100043,2023-10-07,5.787
M100043,2023-10-08,6.234
M100043,2023-10-09,9.265
M100043,2023-10-11,8.218
M100043,2023-10-12,7.691
M100043,2023-10-13,10.433
M100043,2023-10-14,12.01
M100043,2023-10-15,6.866
M100043,2023-10-16,8.629
M100043,2023-10-17,9.109
M100043,2023-10-19,8.819
M100043,2023-10-20,11.718
M100043,2023-10-21,9.723
M100043,2023-10-22,8.186
M100043,2023-10-23,10.953
M100043,2023-10-24,8.987
M100043,2023-10-25,10.561
M100043,2023-10-26,9.015
M100043,2023-10-27,6.92
M100043,2023-10-28,8.682
M100043,2023-10-29,8.323
M100043,2023-10-30,10.36
M100043,2023-10-31,9.111
M100043,2023-11-01,5.922
M100043,2023-11-02,9.957
M100043,2023-11-03,13.369
M100043,2023-11-04,8.103
M100043,2023-11-05,11.026
M100043,2023-11-06,10.933
M100043,2023-11-07,11.512
M100043,2023-11-08,14.191
M100043,2023-11-09,13.761
M100043,2023-11-10,12.935
M100043,2023-11-11,8.86
M100043,2023-11-12,12.309
M100043,2023-11-13,7.385
M100043,2023-11-14,9.801
M100043,2023-11-15,7.095
M100043,2023-11-16,7.295
M100043,2023-11-17,12.104
M100043,2023-11-18,8.427
M100043,2023-11-19,8.293
M100043,2023-11-20,13.018
M100043,2023-11-21,7.584
M100043,2023-11-22,8.962
M100043,2023-11-23,7.91
M100043,2023-11-24,8.276
M100043,2023-11-25,7.976
M100043,2023-11-26,12.063
M100043,2023-11-27,9.688
M100043,2023-11-28,8.37
M100043,2023-11-29,10.65
M100043,2023-11-30,9.481
M100043,2023-12-01,7.059
M100043,2023-12-02,8.483
M100043,2023-12-03,11.985
M100043,2023-12-04,11.768
M100043,2023-12-05,12.188
M100043,2023-12-06,13.86
M100043,2023-12-07,15.884
M100043,2023-12-08,8.043
M100043,2023-12-09,8.698
M100043,2023-12-10,9.146
M100043,2023-12-11,10.803
M100043,2023-12-13,9.29
M100043,2023-12-14,12.198
M100043,2023-12-15,13.172
M100043,2023-12-16,9.421
M100043,2023-12-17,11.522
M100043,2023-12-18,13.13
M100043,2023-12-19,9.738
M100043,2023-12-20,18.895
M100043,2023-12-21,11.893
M100043,2023-12-22,12.196
M100043,2023-12-23,12.106
M100043,2023-12-24,12.03
M100043,2023-12-25,12.724
M100043,2023-12-26,13.451
M100043,2023-12-27,11.644
M100043,2023-12-28,8.283
M100043,2023-12-29,17.288
M100043,2023-12-30,10.097
M100043,2023-12-31,14.205
M100044,2023-01-01,7.763
M100044,2023-01-02,16.032
M100044,2023-01-03,17.205
M100044,2023-01-04,10.55
M100044,2023-01-05,16.32
M100044,2023-01-06,10.046
M100044,2023-01-08,16.902
M100044,2023-01-09,8.09
M100044,2023-01-10,14.29
M100044,2023-01-11,12.871
M100044,2023-01-12,9.393
M100044,2023-01-13,14.517
M100044,2023-01-14,11.055
M100044,2023-01-15,8.579
M100044,2023-01-16,23.846
M100044,2023-01-17,17.027
M100044,2023-01-18,8.938
M100044,2023-01-19,10.908
M100044,2023-01-20,13.158
M100044,2023-01-21,9.32
M100044,2023-01-22,12.079
M100044,2023-01-23,10.259
M100044,2023-01-24,12.046
M100044,2023-01-25,13.552
M100044,2023-01-27,12.045
M100044,2023-01-28,11.26
M100044,2023-01-29,9.451
M100044,2023-01-30,8.909
M100044,2023-01-31,10.055
M100044,2023-02-01,10.266
M100044,2023-02-02,12.019
M100044,2023-02-03,12.691
M100044,2023-02-04,14.294
M100044,2023-02-05,15.702
M100044,2023-02-06,10.306
M100044,2023-02-07,9.573
M100044,2023-02-08,10.119
M100044,2023-02-09,13.508
M100044,2023-02-10,14.085
M100044,2023-02-11,11.201
M100044,2023-02-12,12.932
M100044,2023-02-13,10.178
M100044,2023-02-14,18.069
M100044,2023-02-15,13.42
M100044,2023-02-16,14.852
M100044,2023-02-17,9.159
M100044,2023-02-18,17.471
M100044,2023-02-19,9.934
M100044,2023-02-20,16.93
M100044,2023-02-21,10.99
M100044,2023-02-22,11.058
M100044,2023-02-23,8.288
M100044,2023-02-24,10.36
M100044,2023-02-25,10.56
M100044,2023-02-26,8.701
M100044,2023-02-27,12.511
M100044,2023-02-28,11.774
M100044,2023-03-01,8.916
M100044,2023-03-02,9.781
M100044,2023-03-03,11.688
M100044,2023-03-04,9.816
M100044,2023-03-05,10.552
M100044,2023-03-06,7.386
M100044,2023-03-07,11.269
M100044,2023-03-08,8.66
M100044,2023-03-09,9.626
M100044,2023-03-10,10.062
M100044,2023-03-11,12.381
M100044,2023-03-12,10.031
M100044,2023-03-13,20.629
M100044,2023-03-14,9.637
M100044,2023-03-15,6.968
M100044,2023-03-16,12.895
M100044,2023-03-17,10.211
M100044,2023-03-18,7.42
M100044,2023-03-19,10.77
M100044,2023-03-20,9.114
M100044,2023-03-21,7.694
M100044,2023-03-22,8.842
M100044,2023-03-23,10.763
M100044,2023-03-24,7.191
M100044,2023-03-25,12.167
M100044,2023-03-26,11.052
M100044,2023-03-27,5.488
M100044,2023-03-28,10.235
M100044,2023-03-29,8.822
M100044,2023-03-30,10.411
M100044,2023-04-01,10.074
M100044,2023-04-02,8.097
M100044,2023-04-04,13.39
M100044,2023-04-05,7.202
M100044,2023-04-06,10.273
M100044,2023-04-07,9.11
M100044,2023-04-08,7.474
M100044,2023-04-09,11.025
M100044,2023-04-10,9.15
M100044,2023-04-11,6.957
M100044,2023-04-12,13.375
M100044,2023-04-13,12.846
M100044,2023-04-14,10.882
M100044,2023-04-15,11.616
M100044,2023-04-16,12.261
M100044,2023-04-17,5.145
M100044,2023-04-18,10.029
M100044,2023-04-19,13.496
M100044,2023-04-20,11.709
M100044,2023-04-21,8.4
M100044,2023-04-22,9.877
M100044,2023-04-23,11.264
M100044,2023-04-24,10.537
M100044,2023-04-25,11.44
M100044,2023-04-26,5.008
M100044,2023-04-27,9.681
M100044,2023-04-28,10.74
M100044,2023-04-29,9.046
M100044,2023-04-30,8.003
M100044,2023-05-01,7.839
M100044,2023-05-02,7.283
M100044,2023-05-03,6.695
M100044,2023-05-04,5.535
M100044,2023-05-05,6.464
M100044,2023-05-06,8.772
M100044,2023-05-07,9.435
M100044,2023-05-08,5.926
M100044,2023-05-09,8.776
M100044,2023-05-10,9.397
M100044,2023-05-11,8.949
M100044,2023-05-12,5.308
M100044,2023-05-13,6.084
M100044,2023-05-14,8.664
M100044,2023-05-15,9.882
M100044,2023-05-16,7.435
M100044,2023-05-17,8.221
M100044,2023-05-18,5.185
M100044,2023-05-19,5.008
M100044,2023-05-20,6.203
M100044,2023-05-21,5.403
M100044,2023-05-23,5.998
M100044,2023-05-24,7.779
M100044,2023-05-25,7.54
M100044,2023-05-27,5.314
M100044,2023-05-28,4.393
M100044,2023-05-29,5.414
M100044,2023-05-30,6.446
M100044,2023-05-31,4.239
M100044,2023-06-01,4.199
M100044,2023-06-02,7.409
M100044,2023-06-03,7.029
M100044,2023-06-04,6.445
M100044,2023-06-05,5.983
M100044,2023-06-06,3.797
M100044,2023-06-07,6.318
M100044,2023-06-08,5.704
M100044,2023-06-09,6.153
M100044,2023-06-10,3.721
M100044,2023-06-11,8.532
M100044,2023-06-12,7.562
M100044,2023-06-13,6.062
M100044,2023-06-14,5.569
M100044,2023-06-16,6.086
M100044,2023-06-17,9.551
M100044,2023-06-18,10.849
M100044,2023-06-19,5.514
M100044,2023-06-20,5.394
M100044,2023-06-21,7.819
M100044,2023-06-22,4.873
M100044,2023-06-23,5.127
M100044,2023-06-24,4.596
M100044,2023-06-25,4.752
M100044,2023-06-27,6.007
M100044,2023-06-28,5.944
M100044,2023-06-29,8.884
M100044,2023-06-30,7.888
M100044,2023-07-01,5.363
M100044,2023-07-02,4.068
M100044,2023-07-03,5.866
M100044,2023-07-04,7.077
M100044,2023-07-05,7.088
M100044,2023-07-06,6.216
M100044,2023-07-07,5.908
M100044,2023-07-08,5.786
M100044,2023-07-09,7.076
M100044,2023-07-10,4.738
M100044,2023-07-11,5.727
M100044,2023-07-12,3.78
M100044,2023-07-13,7.513
M100044,2023-07-14,4.915
M100044,2023-07-15,4.894
M100044,2023-07-16,4.5
M100044,2023-07-17,4.159
M100044,2023-07-18,4.985
M100044,2023-07-19,7.243
M100044,2023-07-20,5.357
M100044,2023-07-21,7.078
M100044,2023-07-22,5.574
M100044,2023-07-23,8.644
M100044,2023-07-24,5.938
M100044,2023-07-25,4.887
M100044,2023-07-26,5.362
M100044,2023-07-27,4.092
M100044,2023-07-28,7.574
M100044,2023-07-29,5.309
M100044,2023-07-30,6.659
M100044,2023-07-31,7.92
M100044,2023-08-01,4.411
M100044,2023-08-03,5.228
M100044,2023-08-04,7.383
M100044,2023-08-05,6.445
M100044,2023-08-06,9.109
M100044,2023-08-07,5.186
M100044,2023-08-08,4.337
M100044,2023-08-09,6.053
M100044,2023-08-10,3.285
M100044,2023-08-11,4.636
M100044,2023-08-12,7.273
M100044,2023-08-13,7.433
M100044,2023-08-14,4.699
M100044,2023-08-15,8.091
M100044,2023-08-16,5.289
M100044,2023-08-17,5.634
M100044,2023-08-19,4.627
M100044,2023-08-20,7.724
M100044,2023-08-21,6.594
M100044,2023-08-22,6.824
M100044,2023-08-23,4.781
M100044,2023-08-24,13.142
M100044,2023-08-25,8.119
M100044,2023-08-26,7.181
M100044,2023-08-27,6.904
M100044,2023-08-28,8.336
M100044,2023-08-29,5.231
M100044,2023-08-30,7.701
M100044,2023-08-31,4.731
M100044,2023-09-01,6.599
M100044,2023-09-02,13.484
M100044,2023-09-03,5.62
M100044,2023-09-04,7.044
M100044,2023-09-05,8.055
M100044,2023-09-06,12.148
M100044,2023-09-07,7.115
M100044,2023-09-08,7.197
M100044,2023-09-09,10.073
M100044,2023-09-10,11.183
M100044,2023-09-11,7.605
M100044,2023-09-12,7.5
M100044,2023-09-13,6.231
M100044,2023-09-14,7.928
M100044,2023-09-15,6.046
M100044,2023-09-16,5.821
M100044,2023-09-17,7.178
M100044,2023-09-18,5.33
M100044,2023-09-19,10.815
M100044,2023-09-20,7.511
M100044,2023-09-21,5.148
M100044,2023-09-22,9.859
M100044,2023-09-23,7.7
M100044,2023-09-24,8.935
M100044,2023-09-25,6.275
M100044,2023-09-26,6.141
M100044,2023-09-27,9.839
M100044,2023-09-28,9.125
M100044,2023-09-29,4.99
M100044,2023-09-30,9.137
M100044,2023-10-01,9.395
M100044,2023-10-02,7.864
M100044,2023-10-03,8.463
M100044,2023-10-04,6.526
M100044,2023-10-05,10.305
M100044,2023-10-06,6.002
M100044,2023-10-07,6.447
M100044,2023-10-08,7.778
M100044,2023-10-09,8.351
M100044,2023-10-10,6.133
M100044,2023-10-11,8.697
M100044,2023-10-12,9.515
M100044,2023-10-13,7.969
M100044,2023-10-14,9.141
M100044,2023-10-15,9.227
M100044,2023-10-16,9.47
M100044,2023-10-17,9.283
M100044,2023-10-18,12.436
M100044,2023-10-19,9.33
M100044,2023-10-20,9.194
M100044,2023-10-21,8.669
M100044,2023-10-22,7.188
M100044,2023-10-23,8.822
M100044,2023-10-24,6.635
M100044,2023-10-25,8.997
M100044,2023-10-26,9.773
M100044,2023-10-28,5.576
M100044,2023-10-29,9.999
M100044,2023-10-30,11.25
M100044,2023-10-31,8.402
M100044,2023-11-01,11.043
M100044,2023-11-02,7.708
M100044,2023-11-03,7.156
M100044,2023-11-04,13.698
M100044,2023-11-05,6.2
M100044,2023-11-06,15.225
M100044,2023-11-07,13.59
M100044,2023-11-08,11.437
M100044,2023-11-09,10.271
M100044,2023-11-10,8.528
M100044,2023-11-11,8.458
M100044,2023-11-12,11.895
M100044,2023-11-13,12.669
M100044,2023-11-14,11.572
M100044,2023-11-15,9.249
M100044,2023-11-16,10.204
M100044,2023-11-17,11.356
M100044,2023-11-18,13.942
M100044,2023-11-19,17.649
M100044,2023-11-21,15.57
M100044,2023-11-22,7.93
M100044,2023-11-23,13.052
M100044,2023-11-24,9.934
M100044,2023-11-25,11.191
M100044,2023-11-26,18.779
M100044,2023-11-27,11.323
M100044,2023-11-28,8.836
M100044,2023-11-29,11.026
M100044,2023-11-30,12.987
M100044,2023-12-01,8.929
M100044,2023-12-02,12.664
M100044,2023-12-03,11.146
M100044,2023-12-04,13.536
M100044,2023-12-05,12.61
M100044,2023-12-06,9.0
M100044,2023-12-07,10.105
M100044,2023-12-08,8.542
M100044,2023-12-09,11.436
M100044,2023-12-10,14.603
M100044,2023-12-11,8.995
M100044,2023-12-12,11.137
M100044,2023-12-13,12.703
M100044,2023-12-14,9.719
M100044,2023-12-15,8.247
M100044,2023-12-16,8.358
M100044,2023-12-17,12.106
M100044,2023-12-18,12.462
M100044,2023-12-19,9.341
M100044,2023-12-20,19.112
M100044,2023-12-21,10.58
M100044,2023-12-22,10.303
M100044,2023-12-23,14.341
M100044,2023-12-24,17.084
M100044,2023-12-25,13.001
M100044,2023-12-26,9.79
M100044,2023-12-27,16.426
M100044,2023-12-28,12.146
M100044,2023-12-29,9.432
M100044,2023-12-30,9.283
M100044,2023-12-31,19.814
M100045,2023-01-01,21.218
M100045,2023-01-02,15.387
M100045,2023-01-03,12.101
M100045,2023-01-04,13.366
M100045,2023-01-05,11.658
M100045,2023-01-06,12.043
M100045,2023-01-07,14.747
M100045,2023-01-08,16.094
M100045,2023-01-09,11.257
M100045,2023-01-10,22.164
M100045,2023-01-11,17.304
M100045,2023-01-12,13.969
M100045,2023-01-13,15.267
M100045,2023-01-14,22.416
M100045,2023-01-15,12.421
M100045,2023-01-16,17.156
M100045,2023-01-17,11.478
M100045,2023-01-18,16.811
M100045,2023-01-19,12.071
M100045,2023-01-20,15.452
M100045,2023-01-21,12.248
M100045,2023-01-22,22.214
M100045,2023-01-23,15.042
M100045,2023-01-24,14.793
M100045,2023-01-25,14.858
M100045,2023-01-26,14.123
M100045,2023-01-27,31.588
M100045,2023-01-28,16.165
M100045,2023-01-29,14.213
M100045,2023-01-30,12.477
M100045,2023-01-31,14.944
M100045,2023-02-01,22.04
M100045,2023-02-02,9.113
M100045,2023-02-03,17.202
M100045,2023-02-04,18.604
M100045,2023-02-05,9.934
M100045,2023-02-06,11.271
M100045,2023-02-07,13.853
M100045,2023-02-08,10.638
M100045,2023-02-09,16.255
M100045,2023-02-10,9.233
M100045,2023-02-11,15.771
M100045,2023-02-12,14.845
M100045,2023-02-13,14.27
M100045,2023-02-14,15.977
M100045,2023-02-15,12.754
M100045,2023-02-16,13.615
M100045,2023-02-17,11.416
M100045,2023-02-18,14.702
M100045,2023-02-19,9.089
M100045,2023-02-20,18.39
M100045,2023-02-21,11.388
M100045,2023-02-22,11.06
M100045,2023-02-23,10.33
M100045,2023-02-24,22.688
M100045,2023-02-25,13.295
M100045,2023-02-26,14.977
M100045,2023-02-27,13.949
M100045,2023-02-28,11.731
M100045,2023-03-01,16.6
M100045,2023-03-02,11.453
M100045,2023-03-03,12.948
M100045,2023-03-04,12.326
M100045,2023-03-05,14.442
M100045,2023-03-06,13.814
M100045,2023-03-07,12.878
M100045,2023-03-08,14.499
M100045,2023-03-09,16.399
M100045,2023-03-10,8.039
M100045,2023-03-11,16.145
M100045,2023-03-12,15.494
M100045,2023-03-13,10.709
M100045,2023-03-14,16.404
M100045,2023-03-15,17.342
M100045,2023-03-16,12.682
M100045,2023-03-17,14.368
M100045,2023-03-18,12.734
M100045,2023-03-19,16.024
M100045,2023-03-20,14.244
M100045,2023-03-21,12.716
M100045,2023-03-22,11.05
M100045,2023-03-23,12.993
M100045,2023-03-24,16.981
M100045,2023-03-25,12.961
M100045,2023-03-26,12.064
M100045,2023-03-27,7.415
M100045,2023-03-28,12.85
M100045,2023-03-30,12.077
M100045,2023-03-31,8.949
M100045,2023-04-01,8.731
M100045,2023-04-02,14.479
M100045,2023-04-03,15.062
M100045,2023-04-04,13.633
M100045,2023-04-05,13.463
M100045,2023-04-06,10.84
M100045,2023-04-07,15.603
M100045,2023-04-08,7.791
M100045,2023-04-09,14.528
M100045,2023-04-10,11.912
M100045,2023-04-11,17.434
M100045,2023-04-12,12.087
M100045,2023-04-13,8.499
M100045,2023-04-14,10.571
M100045,2023-04-15,17.521
M100045,2023-04-16,15.673
M100045,2023-04-17,7.167
M100045,2023-04-18,10.719
M100045,2023-04-19,9.723
M100045,2023-04-20,12.376
M100045,2023-04-21,8.432
M100045,2023-04-22,12.053
M100045,2023-04-23,11.165
M100045,2023-04-24,7.57
M100045,2023-04-25,12.882
M100045,2023-04-26,10.669
M100045,2023-04-27,8.914
M100045,2023-04-28,8.369
M100045,2023-04-29,10.557
M100045,2023-04-30,8.194
M100045,2023-05-01,9.4
M100045,2023-05-02,6.605
M100045,2023-05-03,9.428
M100045,2023-05-04,12.854
M100045,2023-05-05,12.369
M100045,2023-05-06,12.311
M100045,2023-05-07,7.956
M100045,2023-05-08,9.027
M100045,2023-05-09,7.075
M100045,2023-05-10,9.993
M100045,2023-05-11,7.821
M100045,2023-05-12,8.646
M100045,2023-05-13,9.815
M100045,2023-05-14,8.405
M100045,2023-05-15,10.565
M100045,2023-05-16,9.404
M100045,2023-05-17,11.438
M100045,2023-05-18,8.044
M100045,2023-05-19,8.127
M100045,2023-05-20,12.62
M100045,2023-05-21,6.854
M100045,2023-05-22,9.486
M100045,2023-05-23,7.978
M100045,2023-05-24,5.742
M100045,2023-05-25,6.721
M100045,2023-05-26,10.076
M100045,2023-05-27,8.737
M100045,2023-05-28,9.472
M100045,2023-05-29,10.791
M100045,2023-05-30,10.476
M100045,2023-05-31,9.201
M100045,2023-06-01,5.68
M100045,2023-06-02,8.5
M100045,2023-06-03,9.566
M100045,2023-06-04,9.015
M100045,2023-06-05,7.297
M100045,2023-06-06,9.702
M100045,2023-06-07,6.998
M100045,2023-06-08,7.904
M100045,2023-06-09,7.66
M100045,2023-06-10,5.345
M100045,2023-06-11,8.205
M100045,2023-06-12,10.991
M100045,2023-06-13,4.711
M100045,2023-06-14,7.606
M100045,2023-06-15,7.031
M100045,2023-06-16,8.15
M100045,2023-06-17,6.576
M100045,2023-06-18,7.911
M100045,2023-06-19,5.655
M100045,2023-06-20,7.699
M100045,2023-06-21,6.954
M100045,2023-06-22,6.075
M100045,2023-06-23,5.612
M100045,2023-06-24,12.497
M100045,2023-06-25,10.506
M100045,2023-06-26,7.153
M100045,2023-06-27,7.244
M100045,2023-06-28,9.532
M100045,2023-06-29,10.206
M100045,2023-06-30,7.451
M100045,2023-07-01,6.245
M100045,2023-07-02,5.461
M100045,2023-07-03,7.366
M100045,2023-07-04,6.865
M100045,2023-07-05,7.991
M100045,2023-07-06,7.469
M100045,2023-07-07,7.471
M100045,2023-07-08,6.128
M100045,2023-07-09,6.95
M100045,2023-07-10,6.877
M100045,2023-07-11,8.797
M100045,2023-07-12,4.24
M100045,2023-07-13,12.527
M100045,2023-07-14,10.244
M100045,2023-07-15,6.077
M100045,2023-07-16,5.018
M100045,2023-07-17,10.395
M100045,2023-07-18,7.446
M100045,2023-07-19,10.838
M100045,2023-07-20,6.514
M100045,2023-07-21,5.921
M100045,2023-07-22,9.331
M100045,2023-07-23,6.285
M100045,2023-07-24,5.632
M100045,2023-07-25,6.96
M100045,2023-07-26,3.049
M100045,2023-07-27,5.882
M100045,2023-07-28,8.739
M100045,2023-07-29,8.45
M100045,2023-07-30,5.003
M100045,2023-07-31,11.332
M100045,2023-08-01,9.703
M100045,2023-08-02,6.613
M100045,2023-08-03,7.536
M100045,2023-08-04,7.011
M100045,2023-08-05,9.147
M100045,2023-08-06,6.881
M100045,2023-08-07,8.804
M100045,2023-08-08,12.731
M100045,2023-08-09,7.716
M100045,2023-08-10,8.666
M100045,2023-08-11,7.571
M100045,2023-08-12,9.511
M100045,2023-08-13,9.061
M100045,2023-08-14,9.087
M100045,2023-08-15,14.909
M100045,2023-08-16,9.137
M100045,2023-08-17,4.754
M100045,2023-08-18,7.907
M100045,2023-08-19,11.713
M100045,2023-08-20,8.575
M100045,2023-08-21,6.412
M100045,2023-08-22,6.84
M100045,2023-08-23,4.714
M100045,2023-08-24,9.25
M100045,2023-08-25,5.694
M100045,2023-08-26,6.601
M100045,2023-08-27,7.299
M100045,2023-08-28,15.182
M100045,2023-08-29,9.173
M100045,2023-08-30,4.918
M100045,2023-08-31,10.36
M100045,2023-09-01,7.676
M100045,2023-09-02,10.13
M100045,2023-09-03,4.495
M100045,2023-09-04,9.738
M100045,2023-09-05,10.477
M100045,2023-09-06,8.495
M100045,2023-09-07,8.286
M100045,2023-09-08,5.063
M100045,2023-09-09,7.846
M100045,2023-09-10,11.253
M100045,2023-09-11,7.393
M100045,2023-09-12,13.887
M100045,2023-09-13,9.778
M100045,2023-09-14,6.755
M100045,2023-09-15,5.721
M100045,2023-09-16,10.24
M100045,2023-09-17,5.702
M100045,2023-09-18,9.052
M100045,2023-09-19,9.268
M100045,2023-09-20,7.336
M100045,2023-09-21,9.5
M100045,2023-09-22,7.24
M100045,2023-09-23,8.633
M100045,2023-09-24,11.295
M100045,2023-09-25,10.126
M100045,2023-09-26,11.441
M100045,2023-09-27,7.104
M100045,2023-09-28,11.038
M100045,2023-09-29,17.972
M100045,2023-09-30,8.411
M100045,2023-10-01,10.968
M100045,2023-10-02,9.973
M100045,2023-10-03,10.484
M100045,2023-10-04,10.521
M100045,2023-10-05,14.407
M100045,2023-10-06,14.912
M100045,2023-10-07,10.193
M100045,2023-10-08,7.873
M100045,2023-10-09,12.244
M100045,2023-10-10,11.923
M100045,2023-10-11,12.148
M100045,2023-10-12,12.696
M100045,2023-10-13,18.029
M100045,2023-10-14,12.684
M100045,2023-10-15,10.691
